(453.61,307.17)
(452.60,306.63)
(453.91,307.43)
(453.42,307.82)
(453.42,307.82)
(454.30,307.80)
(453.77,306.44)
(453.77,306.44)
(453.45,307.43)
(452.44,307.49)
(452.56,306.14)
(451.25,306.20)
(450.05,306.92)
(450.05,306.92)
(450.44,306.69)
(449.59,307.22)
(450.31,307.95)
(450.31,307.95)
(449.95,307.61)
(450.63,306.43)
(451.42,307.65)
(451.42,307.65)
(452.07,305.84)
(450.75,303.75)
(450.75,303.75)
(450.66,304.74)
(450.49,304.44)
(451.94,305.37)
(451.94,305.37)
(452.10,303.92)
(453.17,303.69)
(453.17,303.69)
(453.27,302.97)
(454.61,303.73)
(455.47,304.33)
(455.47,304.33)
(455.82,303.80)
(427.78,318.31)
(427.78,318.31)
(399.28,346.77)
(376.44,366.52)
(353.13,358.35)
(353.13,358.35)
(322.60,394.99)
(306.11,398.22)
(299.91,404.23)
(299.91,404.23)
(294.17,410.38)
(300.03,420.51)
(300.03,420.51)
(318.78,397.89)
(321.77,394.56)
(311.72,384.86)
(311.72,384.86)
(322.23,388.08)
(323.78,387.60)
(323.78,387.60)
(327.46,389.46)
(326.59,387.45)
(326.68,386.86)
(326.68,386.86)
(328.29,385.52)
(329.45,385.36)
(329.45,385.36)
(330.01,384.97)
(329.72,380.43)
(329.40,378.19)
(329.40,378.19)
(330.50,374.51)
(332.22,373.83)
(332.22,373.83)
(332.80,372.09)
(336.32,370.27)
(337.55,365.60)
(337.55,365.60)
(340.03,362.42)
(341.48,361.70)
(341.48,361.70)
(344.52,367.65)
(416.20,372.32)
(405.00,380.35)
(405.00,380.35)
(404.06,374.90)
(399.50,371.43)
(408.66,370.78)
(408.66,370.78)
(414.28,367.82)
(413.47,367.95)
(413.47,367.95)
