(489.12,584.56)
(483.69,585.91)
(477.99,580.93)
(477.99,580.93)
(477.67,579.33)
(484.63,572.42)
(484.63,572.42)
(488.54,572.36)
(489.06,574.51)
(492.86,573.01)
(492.86,573.01)
(446.33,602.07)
(446.33,602.07)
(462.89,586.08)
(461.18,569.20)
(459.13,573.06)
(459.13,573.06)
(466.17,561.35)
(460.38,562.33)
(460.38,562.33)
(456.72,571.72)
(454.80,575.91)
(450.50,579.84)
(450.50,579.84)
(451.15,581.61)
(451.55,572.25)
(453.89,572.25)
(453.89,572.25)
(456.27,570.44)
(456.79,568.48)
(456.79,568.48)
(449.30,571.40)
(449.01,570.52)
(452.20,572.48)
(452.20,572.48)
(451.68,570.32)
(450.25,571.33)
(450.25,571.33)
(449.47,569.31)
(452.66,571.53)
(452.66,571.53)
(455.85,566.72)
(454.00,565.41)
(455.95,561.97)
(455.95,561.97)
(462.24,549.94)
(461.23,552.30)
(461.23,552.30)
(452.15,555.15)
(451.35,574.34)
(483.66,575.07)
(483.66,575.07)
(485.32,554.15)
(482.72,555.59)
(482.72,555.59)
(476.70,555.62)
(480.70,556.04)
(479.92,556.99)
(479.92,556.99)
(480.38,564.18)
(478.36,563.27)
(478.36,563.27)
(475.17,563.40)
(474.69,555.72)
(474.43,555.16)
(474.43,555.16)
(472.74,553.96)
(470.60,531.20)
(472.98,530.32)
(472.98,530.32)
(470.34,531.95)
(471.77,527.45)
(471.77,527.45)
(472.30,523.50)
(472.10,523.08)
(472.10,523.08)
(472.43,520.67)
(472.13,519.92)
(473.60,516.79)
(473.60,516.79)
(474.02,516.85)
(474.47,516.39)
(478.60,518.55)
(478.60,518.55)
(475.74,512.45)
(476.10,512.12)
(476.10,512.12)
(476.88,518.64)
(477.76,520.40)
