(445.32,758.22)
(446.57,756.97)
(446.57,756.97)
(446.98,754.85)
(443.93,753.46)
(444.09,754.19)
(444.09,754.19)
(445.31,753.65)
(443.73,754.02)
(443.73,754.02)
(445.21,752.34)
(443.48,750.04)
(443.48,750.04)
(443.82,747.79)
(441.48,750.14)
(441.48,750.14)
(443.29,749.73)
(444.73,750.50)
(444.73,750.50)
(446.79,750.43)
(447.49,749.82)
(446.34,748.78)
(446.34,748.78)
(448.45,747.27)
(450.02,747.40)
(450.02,747.40)
(451.79,746.96)
(449.99,746.73)
(449.07,746.66)
(449.07,746.66)
(447.03,748.68)
(446.54,748.35)
(446.54,748.35)
(449.72,749.11)
(449.03,749.91)
(449.82,749.71)
(449.82,749.71)
(450.47,749.91)
(451.13,750.78)
(451.13,750.78)
(447.65,751.13)
(447.89,747.64)
(449.17,745.19)
(449.17,745.19)
(450.79,743.24)
(449.52,741.43)
(446.27,739.74)
(446.27,739.74)
(443.98,737.67)
(445.07,737.27)
(445.07,737.27)
(448.21,738.22)
(445.50,735.72)
(445.63,735.46)
(445.63,735.46)
(448.85,734.95)
(448.59,732.50)
(449.76,735.01)
(449.76,735.01)
(449.28,733.98)
(449.97,733.47)
(449.97,733.47)
(449.17,726.36)
(448.97,728.53)
(447.93,724.42)
(447.93,724.42)
(449.51,722.79)
(447.31,723.26)
(447.13,716.76)
(447.13,716.76)
(446.31,717.59)
(444.05,717.73)
(444.05,717.73)
(445.70,713.86)
(444.27,710.70)
(446.27,709.00)
(446.27,709.00)
(447.12,710.22)
(448.50,708.76)
(448.50,708.76)
(448.17,709.09)
(447.32,710.22)
(447.03,707.56)
(447.03,707.56)
(446.38,704.97)
(444.77,706.67)
(445.73,705.67)
(445.73,705.67)
