(299.97,725.21)
(299.97,725.21)
(300.66,724.98)
(300.91,722.43)
(301.08,721.11)
(301.08,721.11)
(301.52,718.30)
(301.30,717.60)
(301.30,717.60)
(300.98,716.48)
(301.98,713.97)
(312.16,710.77)
(305.04,712.23)
(304.84,712.20)
(306.23,715.82)
(306.23,715.82)
(308.21,713.00)
(308.57,713.04)
(308.57,713.04)
(310.77,712.07)
(309.73,710.89)
(310.22,711.11)
(310.22,711.11)
(309.93,711.51)
(311.08,710.05)
(312.63,709.25)
(312.63,709.25)
(312.04,708.27)
(311.98,706.88)
(311.98,706.88)
(313.35,707.47)
(314.27,707.56)
(314.27,707.56)
(316.10,708.18)
(313.97,701.82)
(312.22,697.55)
(312.22,697.55)
(313.43,699.42)
(313.87,701.99)
(313.90,702.55)
(313.90,702.55)
(314.33,701.66)
(315.59,699.64)
(315.59,699.64)
(319.75,698.87)
(321.32,698.36)
(320.39,695.60)
(320.39,695.60)
(322.02,695.92)
(319.71,692.51)
(319.71,692.51)
(319.49,692.15)
(318.58,689.91)
(319.40,689.45)
(319.40,689.45)
(318.75,689.45)
(317.61,688.07)
(317.61,688.07)
(319.18,687.38)
(317.50,683.43)
(319.65,685.70)
(319.65,685.70)
(320.21,684.77)
(319.81,684.94)
(319.81,684.94)
(320.90,682.99)
(319.37,682.11)
(320.44,682.63)
(320.44,682.63)
(320.74,682.50)
(322.57,682.76)
(322.57,682.76)
(320.10,679.68)
(317.81,678.80)
(317.98,678.21)
(317.98,678.21)
(319.72,676.75)
(318.21,675.94)
(318.21,675.94)
(317.99,675.28)
(316.39,675.09)
(314.98,674.11)
(314.98,674.11)
(316.03,674.27)
(314.79,672.93)
(315.75,671.58)
(315.75,671.58)
(315.65,671.35)
(315.20,670.13)
